nan,2.144102793274701980e+03
2.587078125000000000e+05,2.144123225536735845e+03
2.587312031250000000e+05,2.144143657598309801e+03
2.587468437500000000e+05,2.144164089859419619e+03
2.586592031250000000e+05,2.144184522020055738e+03
2.586500312500000000e+05,2.144204954079767049e+03
2.585923125000000000e+05,2.144225386339472607e+03
2.585730000000000000e+05,2.144245818498253357e+03
2.585197500000000000e+05,2.144266250657034107e+03
2.585289531250000000e+05,2.144286682814883534e+03
2.585792343750000000e+05,2.144307114972260024e+03
2.584854531250000000e+05,2.144327547129178129e+03
2.585121406250000000e+05,2.144347979385624058e+03
2.584213750000000000e+05,2.144368411441144417e+03
2.583939062500000000e+05,2.144388843696666299e+03
2.583828593750000000e+05,2.144409275851714483e+03
2.584379375000000000e+05,2.144429707905837859e+03
2.584581406250000000e+05,2.144450140159497096e+03
2.584982187500000000e+05,2.144470572312682634e+03
2.584559843750000000e+05,2.144491004365874687e+03
2.585169843750000000e+05,2.144511436618136941e+03
2.585125156250000000e+05,2.144531868669466348e+03
2.585475000000000000e+05,2.144552300820789242e+03
2.585967031250000000e+05,2.144572733071654511e+03
2.586164218750000000e+05,2.144593165121579659e+03
2.586387187500000000e+05,2.144613597371513606e+03
2.586615468750000000e+05,2.144634029520515469e+03
2.586712812500000000e+05,2.144654461569050909e+03
2.586943281250000000e+05,2.144674893817114935e+03
2.587236406250000000e+05,2.144695325964719814e+03
2.587238906250000000e+05,2.144715758111851756e+03
2.587204218750000000e+05,2.144736190258525312e+03
2.587209062500000000e+05,2.144756622404733207e+03
nan,2.144777054550002504e+03
2.587513906250000000e+05,2.144797486695279076e+03
2.587388437500000000e+05,2.144817918839624326e+03
2.586841718750000000e+05,2.144838350983962300e+03
2.586600468750000000e+05,2.144858783227376989e+03
2.585842812500000000e+05,2.144879215270324494e+03
2.585637343750000000e+05,2.144899647512800584e+03
2.585428281250000000e+05,2.144920079654817528e+03
2.585138750000000000e+05,2.144940511696368048e+03
2.585307031250000000e+05,2.144960943936981494e+03
2.584735156250000000e+05,2.144981376077601453e+03
2.585218125000000000e+05,2.145001808117289329e+03
2.584685937500000000e+05,2.145022240356971452e+03
2.584749218750000000e+05,2.145042672495728766e+03
2.584501718750000000e+05,2.145063104534019658e+03
2.584533437500000000e+05,2.145083536771839135e+03
2.584476562500000000e+05,2.145103968909199466e+03
2.584671093750000000e+05,2.145124400946093374e+03
2.584232656250000000e+05,2.145144833182515868e+03
2.583622343750000000e+05,2.145165265318013553e+03
2.584307031250000000e+05,2.145185697453511239e+03
2.584425156250000000e+05,2.145206129588535987e+03
2.584715781250000000e+05,2.145226561722636689e+03
2.584936875000000000e+05,2.145246993856271729e+03
2.584884375000000000e+05,2.145267425989433832e+03
2.585300937500000000e+05,2.145287858122603211e+03
2.585618906250000000e+05,2.145308290254841268e+03
2.586164531250000000e+05,2.145328722386140726e+03
2.586350312500000000e+05,2.145349154517447460e+03
2.586575468750000000e+05,2.145369586648288532e+03
2.586788750000000000e+05,2.145390018778656668e+03
2.587072656250000000e+05,2.145410450908100756e+03
2.587113437500000000e+05,2.145430883137538331e+03
2.587278437500000000e+05,2.145451315166050335e+03
2.587635156250000000e+05,2.145471747294097440e+03
2.587340468750000000e+05,2.145492179521679645e+03
nan,2.145512611549253052e+03
2.586355468750000000e+05,2.145533043775903934e+03
2.586462500000000000e+05,2.145553475901615457e+03
2.586675000000000000e+05,2.145573907927333494e+03
2.586498437500000000e+05,2.145594340152587392e+03
2.585680468750000000e+05,2.145614772277374868e+03
2.585778750000000000e+05,2.145635204301222984e+03
2.585611875000000000e+05,2.145655636525079899e+03
2.585331406250000000e+05,2.145676068647997454e+03
2.585100312500000000e+05,2.145696500770456623e+03
2.584813593750000000e+05,2.145716932892450131e+03
2.584586875000000000e+05,2.145737365013977978e+03
2.565634843750000000e+05,2.145757797135032888e+03
2.555259218750000000e+05,2.145778229255629412e+03
2.551926093750000000e+05,2.145798661375752999e+03
2.551671406250000000e+05,2.145819093495418201e+03
2.552934218750000000e+05,2.145839525614617742e+03
2.555681406250000000e+05,2.145859957732885960e+03
nan,2.145880389951147663e+03
nan,2.145900821968483797e+03
nan,2.145921254085347755e+03
nan,2.145941686302219750e+03
nan,2.145962118318158900e+03
nan,2.145982550433633151e+03
nan,2.146002982648635225e+03
2.585722187500000000e+05,2.146023414663177391e+03
2.585616562500000000e+05,2.146043846777247381e+03
2.585371093750000000e+05,2.146064278990394087e+03
2.585359062500000000e+05,2.146084711003539269e+03
2.585545000000000000e+05,2.146105143116212275e+03
2.585873281250000000e+05,2.146125575327961997e+03
2.585166406250000000e+05,2.146146007339244534e+03
2.585241093750000000e+05,2.146166439450520556e+03
2.584998750000000000e+05,2.146186871660873294e+03
2.582988125000000000e+05,2.146207303670758847e+03
2.582197968750000000e+05,2.146227735780172225e+03
2.582049218750000000e+05,2.146248167989127978e+03
2.581890312500000000e+05,2.146268600097617309e+03
2.581628906250000000e+05,2.146289032205633703e+03
2.581974687500000000e+05,2.146309464313191711e+03
2.581940781250000000e+05,2.146329896420284058e+03
2.582585781250000000e+05,2.146350328526437806e+03
2.584557187500000000e+05,2.146370760632598831e+03
2.584710937500000000e+05,2.146391192737828533e+03
2.585220781250000000e+05,2.146411624943051720e+03
2.585210937500000000e+05,2.146432056947349338e+03
2.585242812500000000e+05,2.146452489051182056e+03
2.584873125000000000e+05,2.146472921254542598e+03
nan,2.146493353257443232e+03
2.585345000000000000e+05,2.146513785359878966e+03
2.585230781250000000e+05,2.146534217561842524e+03
2.585017031250000000e+05,2.146554649563346175e+03
2.584583437500000000e+05,2.146575081664384925e+03
2.584764375000000000e+05,2.146595513864951499e+03
2.584538750000000000e+05,2.146615945864592504e+03
2.584621875000000000e+05,2.146636377964234271e+03
2.584929687500000000e+05,2.146656810063403100e+03
2.584662968750000000e+05,2.146677242161647882e+03
2.584558750000000000e+05,2.146697674359427765e+03
2.584513437500000000e+05,2.146718106357198849e+03
2.583704687500000000e+05,2.146738538454046648e+03
2.583926093750000000e+05,2.146758970650422270e+03
2.583899531250000000e+05,2.146779402746338747e+03
2.584433125000000000e+05,2.146799834741788800e+03
2.584796093750000000e+05,2.146820266936774715e+03
2.584808593750000000e+05,2.146840699031286931e+03
2.584694375000000000e+05,2.146861131025340001e+03
2.584782187500000000e+05,2.146881563218921656e+03
2.584765156250000000e+05,2.146901995311578503e+03
2.585141093750000000e+05,2.146922427304234589e+03
2.585295937500000000e+05,2.146942859495960874e+03
2.585685781250000000e+05,2.146963291587679123e+03
2.585169218750000000e+05,2.146983723578472564e+03
2.585156406250000000e+05,2.147004155769260251e+03
2.585069843750000000e+05,2.147024587859123130e+03
2.584866093750000000e+05,2.147045019848519587e+03
2.584973593750000000e+05,2.147065452037451905e+03
2.585205000000000000e+05,2.147085884125910525e+03
2.585417031250000000e+05,2.147106316213910759e+03
2.585372187500000000e+05,2.147126748301438056e+03
2.585404843750000000e+05,2.147147180388506968e+03
2.585636093750000000e+05,2.147167612575110979e+03
2.585640781250000000e+05,2.147188044561247807e+03
2.585933906250000000e+05,2.147208476646912459e+03
2.585724218750000000e+05,2.147228908831653825e+03
2.585911406250000000e+05,2.147249340916387155e+03
2.586125625000000000e+05,2.147269772900195676e+03
2.586388125000000000e+05,2.147290205084005720e+03
2.586492500000000000e+05,2.147310637166876404e+03
2.586489531250000000e+05,2.147331069149287941e+03
2.586369531250000000e+05,2.147351501331701002e+03
2.586252656250000000e+05,2.147371933313173940e+03
2.586174687500000000e+05,2.147392365394189255e+03
2.586472187500000000e+05,2.147412797574739670e+03
2.586069375000000000e+05,2.147433229554822901e+03
