# Author: CJBurke Date: 01/14/2016
# Format: %9d %11.7f %10.7f %5.2f %5.2f %02d %1d %1d %1d %6.3f
# Header Lines: 38
#################################
# Description:
# This file contains the KEES project targets observed or scheduled
#   to be observed by K2.  These are stars selected to be likely dwarf stars
#   that lie within the current ecliptic band (+/-0.26 deg of the ecliptic)
#   such that they can observe Earth transiting the Sun.  There is also
#   an expanded set of targets with a wider ecliptic band (+/- 1.0 deg)
#   that sometime within the last 100,000 years were likely able to 
#   observe the Earth transit the Sun, but currently cannot.  The targets
#   are sorted in priority order in the following order
#    1) Confirmed planets in current ecliptic band
#    2) Confirmed planets in extended ecliptic band
#    3) Candidate planets in current ecliptic band
#    4) Candidate planets in extended ecliptic band
#    5) Observed targets in current ecliptic band
#    6) Observed targets in extended ecliptic band
#   Within each numbered priority the targets are sorted by a priority
#   metric that measures the expected SNR of a transit.  This gives priority
#   to brighter stars that are late type dwarfs.  This priority metric is also
#   expected to crudely correlate with distance to target.
##########################################
# Column Description
# 1- EPIC catalog number
# 2- Right Ascencsion (2000.0) [deg] 
# 3- Declination (2000.0) [deg]
# 4- Kepler magnitude [mag]
# 5- (V-J) color
# 6- K2 observing campaign [0-8]
# 7- Current ecliptic band [1/0] - flag indicating whether ecliptic
#        latitude, abs(b)<0.26 deg
# 8- Planet candidate
# 9- Confirmed Planet
# 10- Priority lower numbers have a higher expected transit SNR
#     The highest priority targets are generally the brightest
#     and later spectral type targets
206180884  96.2165200 26.4927100 13.47  1.19 03 1 0 0  1.024
201612982 103.3550100 17.5848900 15.09  2.21 01 1 0 0  1.024
212565215  96.8043300 25.9663800 15.01  2.29 06 1 0 0  1.024
201613685 102.6631200 16.0840500 14.29  1.25 01 1 0 0  1.025
212701531  91.9538400 20.4828600 14.74  1.36 06 1 0 0  1.025
210805279  92.4020500 16.3962200 12.80  1.55 04 1 0 0  1.025
201613701 102.2653500 16.5049600 14.58  1.71 01 1 0 0  1.025
220445077  94.0701700 22.9049200 13.30  1.22 08 1 0 0  1.026
206230321  98.1486100 26.4666800 14.92  1.27 03 1 0 0  1.026
211805001  96.3894600 14.9936800 13.91  1.53 05 1 0 0  1.026
220523628 102.9678800 26.2831600 14.89  2.17 08 1 0 0  1.027
211812968  97.4960600 15.3495600 15.02  1.83 05 1 0 0  1.028
220542666  94.9083000 26.2102000 10.31  1.10 08 1 0 0  1.029
204638966  94.9411300 20.4160000 14.80  1.76 02 1 0 0  1.029
206112486  94.5471170 24.9184910 12.22  1.28 03 1 0 0  1.030
201691484 103.6084800 15.8952300 13.07  1.06 01 1 0 0  1.030
206129626  94.2911970 24.6094610 14.05  1.26 03 1 0 0  1.030
204895487  96.2330700 14.3308400 14.42  1.82 02 1 0 0  1.031
212697075  90.7640800 22.8842700 14.26  1.71 06 1 0 0  1.031
204637319  92.4342800 16.4938800 14.97  1.71 02 1 0 0  1.032
212595290  99.3019000 16.6343000 14.17  1.77 06 1 0 0  1.033
220547987 100.5653600 26.6415400 13.61  1.44 08 1 0 0  1.033
212607518  96.2044600 15.8174500 14.14  1.38 06 1 0 0  1.033
212555308  92.8789800 27.0094500 14.08  1.38 06 1 0 0  1.035
211900304  93.9305400 18.4150700 14.13  0.99 05 1 0 0  1.035
211895277 102.4466700 17.1399400 14.50  1.55 05 1 0 0  1.036
206262395 100.1218400 27.4227100 14.79  1.15 03 1 0 0  1.036
211926737  92.5040800 22.5784200 15.08  2.19 05 1 0 0  1.037
201764936  99.2851700 17.8530100 15.29  2.09 01 1 0 0  1.037
204891092  92.5498500 22.9176600 14.54  1.69 02 1 0 0  1.038
204631686 103.7701100 20.3155600 14.35  2.01 02 1 0 0  1.039
204851570  98.5410500 21.5323700 14.40  1.82 02 1 0 0  1.040
210730901 101.7178500 25.9776300 12.51  1.46 04 1 0 0  1.041
206234899  98.4227000 19.5947800 11.71  1.27 03 1 0 0  1.041
212612483  92.9644600 22.6362900 13.41  1.20 06 1 0 0  1.041
204761870 104.0224000 25.2456000 14.39  2.34 02 1 0 0  1.042
204765157  95.3262400 19.2466000 13.93  1.72 02 1 0 0  1.043
212569270  99.5295400 27.7616100 13.90  1.22 06 1 0 0  1.044
212680017  92.0755500 19.9056400 12.49  1.12 06 1 0 0  1.044
206243625  98.9489800 23.4577100 12.22  1.04 03 1 0 0  1.045
212598581 100.0942700 25.2137500 15.86  2.97 06 1 0 0  1.045
201619901 101.9014200 16.5555900 14.37  0.96 01 1 0 0  1.046
206127642  94.5229780 24.9037340 14.50  1.39 03 1 0 0  1.046
212614524  94.3192500 26.8027000 15.21  2.22 06 1 0 0  1.048
211827238  96.0155400 16.2275200 14.46  1.39 05 1 0 0  1.049
204533386  92.6325100 23.1757000 15.41  2.19 02 1 0 0  1.050
211934016  90.8804900 23.1213800 14.21  1.29 05 1 0 0  1.051
211930150  92.4133200 22.7784500 14.10  1.54 05 1 0 0  1.052
211904352  91.4368500 19.2448700 14.76  1.38 05 1 0 0  1.053
201776685  92.9288200 20.1268000 15.53  2.73 01 1 0 0  1.053
210790634 100.6296700 27.4470700 12.76  1.69 04 1 0 0  1.054
204660755  95.8641700 14.5463900 14.51  2.29 02 1 0 0  1.055
211977324  95.3739000 20.0203600 14.11  1.70 05 1 0 0  1.055
206095610  99.4744400 28.3588800 14.88  2.60 03 1 0 0  1.055
206147528  92.8043600 22.4167800 13.87  1.39 03 1 0 0  1.055
220518784 105.3540900 19.1325200 14.82  2.40 08 1 0 0  1.057
212577102  92.0708000 20.7533000 15.59  2.21 06 1 0 0  1.057
206241187  98.7758900 19.2655100 15.64  2.08 03 1 0 0  1.057
212543405  94.4930870 24.8483140 15.21  2.22 06 1 0 0  1.058
220444362  94.0947600 17.5276400 14.17  1.63 08 1 0 0  1.059
211978647  96.5084000 20.1769200 14.01  1.47 05 1 0 0  1.059
211822819  97.0842400 15.8763500 13.52  1.21 05 1 0 0  1.061
216311842 100.4443900 24.5679300 12.66  1.27 07 1 0 0  1.063
220527660  93.1288900 21.4735000 15.45  2.01 08 1 0 0  1.063
211920162  94.6122300 21.4927300 15.29  1.97 05 1 0 0  1.063
201740262  97.1411400 17.8550000 15.50  1.91 01 1 0 0  1.064
220548835  99.0903100 15.6440900 13.53  1.08 08 1 0 0  1.065
206254696  99.6939700 27.0167900 12.81  1.24 03 1 0 0  1.065
206262071 100.1202500 18.2574300 13.68  1.21 03 1 0 0  1.067
206272998 100.8491700 22.5601200 11.56  1.04 03 1 0 0  1.071
201610992 103.3203600 15.7332500 13.15  1.32 01 1 0 0  1.072
220378261  97.4176400 26.4204200 15.27  2.71 08 1 0 0  1.073
220363402  95.6708400 15.3561600 14.55  1.46 08 1 0 0  1.073
212600376 100.5459100 15.8684900 14.68  1.23 06 1 0 0  1.074
212694136  93.3021600 20.7318000 13.67  1.18 06 1 0 0  1.074
206091096  98.3710600 27.0818100 14.20  1.84 03 1 0 0  1.074
211951219  94.2487900 23.9974400 15.82  2.86 05 1 0 0  1.074
201607749 102.2160600 16.2610400 14.33  1.40 01 1 0 0  1.075
211944631  91.8312200 23.6622800 14.54  1.60 05 1 0 0  1.075
206188539  96.8159000 25.0242200 13.53  1.23 03 1 0 0  1.075
220552307  93.9860300 24.1771000 14.51  1.83 08 1 0 0  1.076
211901761  93.0655100 18.6754100 12.43  1.06 05 1 0 0  1.077
206135565  94.6172300 24.5252900 12.88  1.01 03 1 0 0  1.078
201543915 101.5436080 17.0534710 13.14  1.28 01 1 0 0  1.079
204537778  92.7089700 20.4681700 14.60  2.18 02 1 0 0  1.079
211936322  92.4750600 23.2256500 15.45  2.27 05 1 0 0  1.079
220448791  95.1081300 17.6372400 13.35  1.46 08 1 0 0  1.079
201585363 100.6478900 15.1290100 13.73  1.27 01 1 0 0  1.083
206113686  94.5570400 24.6961400 13.38  1.28 03 1 0 0  1.084
220485104 101.3639600 26.9932400 14.92  1.37 08 1 0 0  1.084
216048948  94.2736200 23.4238900 12.74  1.46 07 1 0 0  1.084
212604850 101.2603400 21.3433700 15.07  1.93 06 1 0 0  1.086
212701011  93.6857200 18.0427300 12.49  1.07 06 1 0 0  1.086
220357090 101.6317300 16.8262500 14.96  2.25 08 1 0 0  1.087
204676499  96.3129000 26.4617000 14.66  1.85 02 1 0 0  1.088
212563487  98.0732800 24.7582900 14.58  1.68 06 1 0 0  1.088
204901973  90.8080300 22.3359400 15.35  1.95 02 1 0 0  1.088
204815741  91.2911800 23.6053900 13.75  1.28 02 1 0 0  1.089
206211633  97.4776000 21.6703400 13.32  1.28 03 1 0 0  1.090
201583405  99.4099000 14.9990500 13.61  1.30 01 1 0 0  1.091
211944737  93.8936300 23.6641600 14.03  1.62 05 1 0 0  1.092
211902512  94.8284800 18.7278400 13.39  1.23 05 1 0 0  1.092
216521273  97.3051000 24.2416400 13.07  1.67 07 1 0 0  1.093
211778930  94.9954700 17.9136100 13.89  1.25 05 1 0 0  1.093
204660779  91.8685000 23.4299200 14.74  1.82 02 1 0 0  1.093
211831161  95.3409700 16.3807700 14.79  1.39 05 1 0 0  1.094
212558619  93.4611300 27.5579500 13.78  1.50 06 1 0 0  1.094
220450452  93.9744400 17.1744100 13.99  1.65 08 1 0 0  1.095
204807190  90.8871900 22.5822400 14.81  1.73 02 1 0 0  1.095
206152724 104.2127300 19.3953800 14.73  1.50 03 1 0 0  1.095
220523024  96.9453800 26.9142800 14.70  1.61 08 1 0 0  1.096
211781908  95.7949600 14.2935700 14.54  1.38 05 1 0 0  1.096
211931858  93.6984000 22.9364000 13.29  1.27 05 1 0 0  1.096
210712962 101.5465200 22.1262500 12.51  1.42 04 1 0 0  1.098
201525773  90.4736500 22.9931800 14.21  1.52 01 1 0 0  1.098
212579561  93.9916700 23.3983300 14.98  3.29 06 1 0 0  1.098
206232769  98.2705100 21.2053500 13.17  1.40 03 1 0 0  1.099
220549419  96.1093800 23.0560000 13.62  1.45 08 1 0 0  1.099
212603367 101.1963400 21.1719300 15.85  2.27 06 1 0 0  1.100
211845344  95.4585100 17.4741700 13.08  1.08 05 1 0 0  1.101
201718658  95.6373800 15.2189000 14.94  1.83 01 1 0 0  1.101
206106092  95.1777900 24.9924700 15.47  1.88 03 1 0 0  1.101
201563305  95.4604500 15.9032500 14.91  1.29 01 1 0 0  1.102
210738779 102.1308400 22.0376600 11.96  1.24 04 1 0 0  1.102
204786226 101.1983300 21.4441700 14.48  2.14 02 1 0 0  1.103
211908671  94.6969500 19.9493000 13.41  1.38 05 1 0 0  1.104
220538817  98.8276900 17.7686500 15.08  1.92 08 1 0 0  1.105
206082976 100.1640900 26.5467200 14.97  1.95 03 1 0 0  1.106
206277073 101.1252500 27.2541300 13.72  1.43 03 1 0 0  1.106
206100510  98.4774200 26.9940200 13.24  1.30 03 1 0 0  1.106
211968006  98.6384900 19.1142100 13.77  1.06 05 1 0 0  1.106
201707734  93.6684800 16.7709400 14.43  1.79 01 1 0 0  1.107
212723387 100.6161300 15.4878000 12.86  1.09 06 1 0 0  1.108
211893826 100.2376300 16.3372800 13.76  1.20 05 1 0 0  1.108
212656074  99.2692300 21.2845200 14.50  1.84 06 1 0 0  1.109
220384703 100.4087400 22.5504800 14.18  1.05 08 1 0 0  1.109
220545180  91.7291400 23.4911500 13.17  1.16 08 1 0 0  1.110
201703697 103.2331800 17.0374700 13.94  1.47 01 1 0 0  1.110
211809173  97.0294500 15.1818200 12.98  1.30 05 1 0 0  1.110
220559264  92.1669900 23.2178000 13.88  1.21 08 1 0 0  1.111
220425895  91.7823400 19.3291500 15.74  2.28 08 1 0 0  1.111
201696224 103.1626300 16.9121900 13.24  1.12 01 1 0 0  1.111
211908362  91.3177200 19.9485800 13.24  1.15 05 1 0 0  1.111
206248178  99.2730500 21.5103600 14.94  1.33 03 1 0 0  1.112
201780445  92.7196700 20.6090700 13.61  0.92 01 1 0 0  1.112
215891137  97.0085100 27.9659400 13.29  1.82 07 1 0 0  1.112
220539373 100.3916100 21.3801100 14.19  1.38 08 1 0 0  1.113
206087745  92.7745800 23.1100400 12.46  1.44 03 1 0 0  1.113
220417131  94.5257100 18.6622600 15.67  1.87 08 1 0 0  1.114
204893654  91.5215000 22.0945300 13.78  1.14 02 1 0 0  1.115
211988450  95.4824400 20.8632200 12.61  0.96 05 1 0 0  1.115
211961682  95.2231600 18.6010400 13.80  1.57 05 1 0 0  1.116
204812683  92.6357100 23.3231100 15.34  2.43 02 1 0 0  1.117
212669599  92.8644800 18.6357200 14.86  2.05 06 1 0 0  1.117
212587301  92.6623700 20.0134500 14.70  1.75 06 1 0 0  1.117
220473287 101.0046300 27.7149800 12.33  1.13 08 1 0 0  1.118
206101145  99.8186800 28.5469700 13.47  1.32 03 1 0 0  1.119
201560309  92.5937500 22.5717300 15.17  2.49 01 1 0 0  1.119
216574082 100.2683100 16.8349700 12.64  1.47 07 1 0 0  1.120
201596458  99.2402500 15.3427700 13.01  1.08 01 1 0 0  1.120
204578368 103.2681700 16.9341300 14.55  2.30 02 1 0 0  1.120
201589971 100.5460800 15.6010600 12.61  0.93 01 1 0 0  1.120
220396679  95.0393300 20.7827800 14.04  1.27 08 1 0 0  1.121
201608401 102.0978600 16.1870800 13.96  1.07 01 1 0 0  1.121
201546633 100.0477040 26.7330860 13.08  1.11 01 1 0 0  1.122
220438300  91.4682500 22.8608100 12.20  1.09 08 1 0 0  1.123
211938291  91.6786700 23.3555300 14.51  2.13 05 1 0 0  1.123
206088596 101.1743400 27.5151200 13.18  1.15 03 1 0 0  1.123
211822291  96.3648600 15.8233200 13.79  1.26 05 1 0 0  1.124
220500020  91.7798600 22.2572300 13.79  1.48 08 1 0 0  1.124
204865971 101.2461500 16.9327000 13.89  1.48 02 1 0 0  1.125
211834065  95.9034600 16.4941000 11.63  1.12 05 1 0 0  1.125
211845417  97.3318800 17.4551300 14.26  1.19 05 1 0 0  1.125
206107602  91.8901900 20.5390000 14.15  1.41 03 1 0 0  1.126
201740507  98.2989400 16.4852800 13.06  1.07 01 1 0 0  1.126
216334329  97.3279100 25.1164400 12.90  1.45 07 1 0 0  1.126
204599418  96.0125000 22.8934200 15.13  2.22 02 1 0 0  1.127
220389962  96.3651300 19.2332300 13.34  1.01 08 1 0 0  1.128
201520609 101.6901600 15.9615800 15.97  2.96 01 1 0 0  1.129
211947147  91.1019500 23.8481400 11.00  1.06 05 1 0 0  1.129
204826866  94.0019500 22.8246800 14.98  2.16 02 1 0 0  1.130
206135591  94.3167300 24.8010000 14.26  1.56 03 1 0 0  1.130
201582566  99.2339200 15.4532000 12.16  1.20 01 1 0 0  1.131
201788284 100.8296000 28.2684000 13.83  1.31 01 1 0 0  1.131
204865673  96.4700800 15.6234400 14.70  1.78 02 1 0 0  1.133
212586118  94.7799600 22.9982200 12.20  1.31 06 1 0 0  1.133
204883394  91.6839600 23.7029600 14.06  1.60 02 1 0 0  1.133
212612188  97.2244000 16.3430200 14.64  1.23 06 1 0 0  1.134
204936650  90.2971200 23.3212400 14.74  1.91 02 1 0 0  1.135
212665239  91.1100500 24.2825800 12.64  1.19 06 1 0 0  1.135
211998568  96.0158100 21.0865100 15.21  2.41 05 1 0 0  1.137
204866323  92.1162000 23.9275000 15.05  2.04 02 1 0 0  1.137
211964374  95.3070500 18.7440200 13.56  1.26 05 1 0 0  1.137
220404547  97.5936500 20.7243400 14.59  1.84 08 1 0 0  1.139
210708709 101.4593500 25.2671800 15.52  3.20 04 1 0 0  1.139
206178584  95.8147100 27.2625400 14.35  1.29 03 1 0 0  1.139
201688961 102.7223600 17.5624200 12.41  0.90 01 1 0 0  1.139
212664084  94.2746800 20.5049900 13.79  1.32 06 1 0 0  1.139
220364534 105.4253500 20.7511900 14.56  1.54 08 1 0 0  1.139
212564058  95.4647400 24.9925200 13.92  1.32 06 1 0 0  1.140
206104372 103.2551600 16.2955700 14.53  1.81 03 1 0 0  1.140
206219970  97.8532700 25.4214900 14.21  1.51 03 1 0 0  1.140
211945093  90.2678100 23.7181700 14.82  1.08 05 1 0 0  1.141
212662279  98.4184300 21.5427200 14.42  1.29 06 1 0 0  1.141
211922964  94.0313200 22.0213700 14.57  1.33 05 1 0 0  1.143
220529221 103.0741500 16.7278500 13.48  1.31 08 1 0 0  1.143
212697982  93.4310300 25.6517400 13.82  1.51 06 1 0 0  1.144
201513544  97.6206400 19.2854000 15.44  2.17 01 1 0 0  1.144
206112430  94.5920260 24.8992460 14.88  1.69 03 1 0 0  1.144
201634419 103.2833700 17.3324100 13.87  1.18 01 1 0 0  1.144
212565104  95.3615400 25.7890900 13.87  1.28 06 1 0 0  1.144
220430105  95.5268900 19.3054700 14.56  1.92 08 1 0 0  1.145
201529013 104.3157800 26.2785900 15.86  3.27 01 1 0 0  1.145
212680641  99.9641300 28.0306800 13.84  1.19 06 1 0 0  1.145
206155451  94.4761100 27.5268300 14.50  2.05 03 1 0 0  1.146
211945252  90.7484200 23.7384800 11.89  1.15 05 1 0 0  1.147
212600009 103.5757400 25.2552400 14.81  2.09 06 1 0 0  1.148
206191995  97.0761500 22.5264100 13.48  1.55 03 1 0 0  1.148
206116546  94.5656180 24.5144020 14.59  1.42 03 1 0 0  1.149
212723667  95.7648400 18.1079300 15.65  2.23 06 1 0 0  1.150
201547494 101.4969410 27.1866460 14.64  1.34 01 1 0 0  1.150
206095545 102.3171600 17.1344700 11.77  1.28 03 1 0 0  1.150
201603124 100.6202800 15.4473700 13.63  1.07 01 1 0 0  1.150
212538004  94.0351400 24.2197600 15.56  1.98 06 1 0 0  1.152
220375104  95.9217300 14.6324000 14.23  1.11 08 1 0 0  1.152
211793688  96.8763800 14.5328700 14.07  1.64 05 1 0 0  1.152
212548950  94.3860020 25.8254180 15.13  2.03 06 1 0 0  1.153
201557527 101.4297500 27.2600600 14.89  1.39 01 1 0 0  1.153
201700546 103.4759200 16.4683900 12.47  1.20 01 1 0 0  1.153
211800793  96.7618000 14.8656300 14.54  1.20 05 1 0 0  1.154
206101404  99.3526000 26.5507200 14.22  1.38 03 1 0 0  1.154
220516683  97.8425700 17.4636300 12.97  1.13 08 1 0 0  1.154
206086480  93.1028900 25.3129100 14.80  1.25 03 1 0 0  1.155
201692943 102.8992300 15.9487600 14.90  1.21 01 1 0 0  1.156
206233398  98.2705900 27.4807600 13.49  1.25 03 1 0 0  1.157
211807155  96.8365600 15.0886300 12.77  1.04 05 1 0 0  1.157
212576508  98.8321300 20.5930400 14.23  1.41 06 1 0 0  1.157
204853532  94.9386600 17.7403300 14.60  2.12 02 1 0 0  1.158
204771653  93.4440300 20.8417700 15.13  2.06 02 1 0 0  1.158
206103608 102.3734200 17.6096100 14.65  1.77 03 1 0 0  1.158
212676585  91.9332600 21.4444100 14.17  1.54 06 1 0 0  1.159
201600615 100.1295400 15.6295000 14.78  2.78 01 1 0 0  1.159
206152639 104.0999000 19.8849700 13.13  1.35 03 1 0 0  1.159
204860457 103.6251300 24.4510800 14.99  1.93 02 1 0 0  1.159
201563398  96.3851800 16.5673700 15.68  1.98 01 1 0 0  1.160
212670367  93.4540600 18.2738700 14.96  1.26 06 1 0 0  1.160
212574447  96.2595800 17.9713900 10.15  1.07 06 1 0 0  1.160
210746580 102.3808100 22.8457000 12.38  1.29 04 1 0 0  1.161
212553711  93.5017500 26.6726000 14.53  1.35 06 1 0 0  1.161
212546370  93.1667600 25.5235000 14.98  1.16 06 1 0 0  1.161
212615577  96.1627000 26.3480200 15.67  2.06 06 1 0 0  1.162
211921949  91.5259800 21.9768700 14.66  1.33 05 1 0 0  1.162
206105575  97.1141700 16.7188900 14.57  1.68 03 1 0 0  1.164
211966744  95.8538500 18.9810300 14.09  1.30 05 1 0 0  1.164
220411364  95.5121200 19.0929300 13.77  1.22 08 1 0 0  1.164
206124658  94.3131580 24.6536790 14.83  1.47 03 1 0 0  1.165
212674312  93.6465000 23.7282200 13.92  1.30 06 1 0 0  1.166
212615011  92.3889100 22.2623800 13.60  1.32 06 1 0 0  1.166
220452191  94.3958900 25.7427000 14.45  1.33 08 1 0 0  1.166
206156025  94.9768400 27.3701800 14.37  2.34 03 1 0 0  1.166
206143834  94.4812000 24.9116400 14.05  1.61 03 1 0 0  1.167
212625150  97.2939800 16.2820900 14.82  2.56 06 1 0 0  1.167
211936910  91.1779100 23.3034000 12.64  1.26 05 1 0 0  1.167
204887480  92.7048100 23.2351900 13.70  1.30 02 1 0 0  1.168
212558350  93.2054200 27.5048600 14.29  1.22 06 1 0 0  1.172
206259035 100.0442900 25.2119500 14.87  1.94 03 1 0 0  1.173
212592476  94.4563700 23.9685300 13.62  1.18 06 1 0 0  1.173
204869831  92.7329300 20.6195200 14.86  1.66 02 1 0 0  1.175
206098533 103.4578100 15.4692200 13.87  1.25 03 1 0 0  1.176
204816966  90.5921700 23.4040900 14.56  1.69 02 1 0 0  1.176
204810831  91.0293800 23.7578400 14.45  1.90 02 1 0 0  1.177
220369663  96.9118500 17.7717000 14.74  1.05 08 1 0 0  1.177
206131255  94.5744230 24.5647910 13.99  1.13 03 1 0 0  1.178
206083935  92.3033600 23.8143600 15.45  2.19 03 1 0 0  1.179
211942430  91.3373100 23.5656300 12.95  1.28 05 1 0 0  1.179
201686715 103.0398800 17.7040200 14.57  1.43 01 1 0 0  1.179
206087077 103.2065500 17.6047000 14.06  1.13 03 1 0 0  1.180
212667785  93.9749500 17.3903800 15.60  2.37 06 1 0 0  1.181
206143256  94.4958300 24.9159800 15.38  2.40 03 1 0 0  1.182
220378784 100.0542700 25.0382300 12.51  1.05 08 1 0 0  1.182
204479106  92.8672500 23.0087600 14.36  2.38 02 1 0 0  1.184
216068131  94.3940900 23.6972000 13.11  1.58 07 1 0 0  1.184
206257930  99.9935800 24.0030700 13.88  1.39 03 1 0 0  1.184
220355152  93.9000800 17.1705800 14.38  1.48 08 1 0 0  1.185
204834946 102.6566700 16.3427800 14.59  1.58 02 1 0 0  1.186
204588917  90.3669200 23.1409800 14.64  1.72 02 1 0 0  1.187
206128009  94.7098820 24.5987090 14.00  1.28 03 1 0 0  1.187
220434136  99.1270400 23.6010300 11.36  1.23 08 1 0 0  1.189
212705428  92.1068100 20.7988200 12.02  1.26 06 1 0 0  1.190
210736198 102.0271500 15.8026700 15.55  2.76 04 1 0 0  1.190
216573792  96.9591800 17.3452200 12.36  1.24 07 1 0 0  1.191
206145078  95.3654400 17.2945800 13.50  1.24 03 1 0 0  1.191
204773973 100.3779100 20.9228500 15.20  1.97 02 1 0 0  1.191
201594672 100.0315100 15.8846600 14.19  1.23 01 1 0 0  1.191
211821495  95.8180900 15.8265800 13.36  1.34 05 1 0 0  1.193
220543259 100.5826600 26.9215000 13.81  1.38 08 1 0 0  1.193
211979330  96.2765500 20.2755800 13.27  1.00 05 1 0 0  1.195
212718123 104.3166700 20.1244600 13.66  1.31 06 1 0 0  1.196
201708898  95.3834900 15.8233600 15.19  2.27 01 1 0 0  1.199
212585677  93.2887500 21.5993400 14.71  1.23 06 1 0 0  1.199
211966220  98.7612800 18.8221800 15.42  2.07 05 1 0 0  1.200
206142930  94.5669600 24.6484200 14.33  1.82 03 1 0 0  1.200
212602734 101.7365100 22.7712800 15.71  2.23 06 1 0 0  1.201
212686443  93.6997500 23.4729900 13.71  1.34 06 1 0 0  1.202
204838645  91.8291700 19.6030600 14.93  1.52 02 1 0 0  1.203
212704799  95.6067300 16.4325500 12.43  1.13 06 1 0 0  1.203
204809642  91.3457700 22.3010300 14.98  1.73 02 1 0 0  1.203
206140785  94.2781600 24.7432300 14.42  1.77 03 1 0 0  1.204
212553629  92.8473900 26.6657900 13.86  1.34 06 1 0 0  1.204
220390889  92.0105600 16.6528100 14.68  1.39 08 1 0 0  1.205
220353409  94.1590700 22.8926300 14.52  1.44 08 1 0 0  1.205
204643729  97.0679200 16.6711100 13.16  1.47 02 1 0 0  1.206
201544966 105.9030350 19.3048880 13.93  1.20 01 1 0 0  1.206
212540492  94.3417400 24.4080800 13.85  1.22 06 1 0 0  1.206
210760779 103.2651300 24.7634600 12.60  1.55 04 1 0 0  1.206
204771836 105.1585800 19.6145900 15.76  2.33 02 1 0 0  1.207
220369267 100.0833600 24.4588100 14.67  1.69 08 1 0 0  1.207
220552787  99.8898600 18.3628900 14.16  1.33 08 1 0 0  1.208
212594445 105.2275400 20.2687200 13.28  1.42 06 1 0 0  1.208
211792960  96.2388200 14.5036300 12.85  1.34 05 1 0 0  1.209
201800139  96.9006400 18.2632500 15.77  2.34 01 1 0 0  1.210
204776879  93.5266700 18.2055600 14.60  2.17 02 1 0 0  1.210
204878921  92.4754100 22.6560300 14.60  1.89 02 1 0 0  1.210
206182392  96.2790500 26.1957200 14.36  1.53 03 1 0 0  1.210
212665902  94.2571900 17.0697800 14.89  1.03 06 1 0 0  1.211
206124173  94.6631510 24.5528740 14.57  1.38 03 1 0 0  1.211
204767527  96.8271900 19.3934600 14.33  1.76 02 1 0 0  1.211
204802698 104.1661340 25.2232260 14.86  1.38 02 1 0 0  1.211
210801787 103.3880000 25.7396300 12.41  1.46 04 1 0 0  1.212
206084644 100.7017700 27.9903700 14.80  1.99 03 1 0 0  1.213
220387708  95.4799800 18.2495800 12.86  1.12 08 1 0 0  1.213
201737739  98.6350200 16.3718600 13.47  1.26 01 1 0 0  1.213
212563890  95.5478000 24.8868500 14.05  1.32 06 1 0 0  1.214
220545290  98.9613600 18.9455500 13.91  1.34 08 1 0 0  1.215
206272980 100.8210500 20.8312500 13.83  1.38 03 1 0 0  1.215
206084043  92.5500800 23.5248900 14.09  1.53 03 1 0 0  1.216
212586241  95.6843300 28.1177500 14.62  1.35 06 1 0 0  1.217
201602648  99.6570600 15.9020700 13.29  1.19 01 1 0 0  1.217
211812655  99.9023100 15.2621300 15.04  2.48 05 1 0 0  1.218
220437229  96.8040200 15.0372600 14.40  2.09 08 1 0 0  1.218
220449282  96.0364700 17.4159700 14.24  1.26 08 1 0 0  1.218
212582737  92.2096700 21.3140900 11.95  1.47 06 1 0 0  1.219
211912440  92.1335000 20.6551100 12.64  0.98 05 1 0 0  1.219
204886197  92.4653600 20.5661400 14.87  1.79 02 1 0 0  1.220
211933920  92.7044400 23.0294100 13.86  1.02 05 1 0 0  1.220
220531177  96.1286700 26.3183900 14.79  1.51 08 1 0 0  1.220
212605438 101.4758100 21.6608200 14.89  1.47 06 1 0 0  1.221
206080022 100.9323600 26.8431700 15.55  2.65 03 1 0 0  1.222
212715406  92.4087400 19.6415400 14.38  1.75 06 1 0 0  1.222
211945775  90.7656600 23.7922700 14.14  1.73 05 1 0 0  1.222
220469686  96.3766100 24.7509400 14.59  1.55 08 1 0 0  1.223
220374689  96.5364900 24.1126500 14.35  1.18 08 1 0 0  1.223
204621928  98.9252400 22.0481000 14.27  1.59 02 1 0 0  1.223
204819511  91.1190400 22.7232800 14.40  2.38 02 1 0 0  1.223
206094242 100.5761000 27.4797700 13.31  1.20 03 1 0 0  1.224
211919454  94.3392600 21.4349600 14.29  1.31 05 1 0 0  1.224
206192916  97.0902300 23.5766500 14.39  1.60 03 1 0 0  1.225
206125634  94.6064810 24.8837260 13.83  1.28 03 1 0 0  1.226
201760428  97.1020700 17.9231600 14.68  1.36 01 1 0 0  1.226
212583084  94.2809900 25.6712700 12.71  0.98 06 1 0 0  1.227
201596065 100.5282600 15.2942800 13.16  1.08 01 1 0 0  1.227
201717467  95.1602300 15.7414500 14.51  1.29 01 1 0 0  1.228
206095108 104.3817800 18.5029100 14.35  1.59 03 1 0 0  1.228
211835409  96.9640300 16.5575000 14.24  1.29 05 1 0 0  1.229
212710013 100.2952700 27.0942300 15.56  2.43 06 1 0 0  1.230
211846363  96.4419600 17.5644900 12.82  1.14 05 1 0 0  1.231
212703635  94.8975200 18.7981600 12.58  1.14 06 1 0 0  1.231
201574338 103.3726600 16.9164500 13.19  1.40 01 1 0 0  1.231
