# Author: CJBurke Date: 01/14/2016
# Format: %9d %11.7f %10.7f %5.2f %5.2f %02d %1d %1d %1d %6.3f
# Header Lines: 38
#################################
# Description:
# This file contains the KEES project targets observed or scheduled
#   to be observed by K2.  These are stars selected to be likely dwarf stars
#   that lie within the current ecliptic band (+/-0.26 deg of the ecliptic)
#   such that they can observe Earth transiting the Sun.  There is also
#   an expanded set of targets with a wider ecliptic band (+/- 1.0 deg)
#   that sometime within the last 100,000 years were likely able to 
#   observe the Earth transit the Sun, but currently cannot.  The targets
#   are sorted in priority order in the following order
#    1) Confirmed planets in current ecliptic band
#    2) Confirmed planets in extended ecliptic band
#    3) Candidate planets in current ecliptic band
#    4) Candidate planets in extended ecliptic band
#    5) Observed targets in current ecliptic band
#    6) Observed targets in extended ecliptic band
#   Within each numbered priority the targets are sorted by a priority
#   metric that measures the expected SNR of a transit.  This gives priority
#   to brighter stars that are late type dwarfs.  This priority metric is also
#   expected to crudely correlate with distance to target.
##########################################
# Column Description
# 1- EPIC catalog number
# 2- Right Ascencsion (2000.0) [deg] 
# 3- Declination (2000.0) [deg]
# 4- Kepler magnitude [mag]
# 5- (V-J) color
# 6- K2 observing campaign [0-8]
# 7- Current ecliptic band [1/0] - flag indicating whether ecliptic
#        latitude, abs(b)<0.26 deg
# 8- Planet candidate
# 9- Confirmed Planet
# 10- Priority lower numbers have a higher expected transit SNR
#     The highest priority targets are generally the brightest
#     and later spectral type targets
220390962  92.7505000 17.1700600 14.11  3.06 08 0 0 0 -0.686
220440429  95.1253200 20.7237200 14.32  2.55 08 0 0 0 -0.685
220434361  92.4252700 16.6664800 10.28  0.95 08 0 0 0 -0.685
212724501 103.1252500 25.1611800 12.50  1.34 06 0 0 0 -0.683
220516706  97.5669600 28.0567700  9.68  1.15 08 0 0 0 -0.682
215780187 102.7787400 15.6095900 13.65  2.18 07 0 0 0 -0.679
220536425  93.7535900 26.0759600 12.87  1.37 08 0 0 0 -0.677
215686732  97.4234200 16.3109700 12.68  1.46 07 0 0 0 -0.676
216870709 103.3721300 25.4576100 12.06  1.60 07 0 0 0 -0.675
212670441 100.7585200 21.3811000 14.53  3.22 06 0 0 0 -0.674
216155514  95.0955500 23.4628700 10.77  1.31 07 0 0 0 -0.672
220481636 100.2058100 24.0702400 12.54  1.79 08 0 0 0 -0.670
212691915  95.8657800 17.0585000 13.28  2.71 06 0 0 0 -0.648
216603266  98.0592900 28.2824200 12.80  2.36 07 0 0 0 -0.648
212728930  94.5107600 21.4773900 13.17  2.95 06 0 0 0 -0.647
220424174  99.7416500 18.2217000 12.53  1.83 08 0 0 0 -0.647
216395469  93.8155900 18.3949800 10.57  1.67 07 0 0 0 -0.643
212554468  94.0908600 26.8008600 12.27  1.35 06 0 0 0 -0.643
220462734  94.0940700 16.9921800 12.72  2.20 08 0 0 0 -0.642
217059078  95.0201800 21.5446400 12.33  1.42 07 0 0 0 -0.639
220420166  92.9250300 17.3941800 11.58  1.05 08 0 0 0 -0.638
212598609  99.9348400 24.4545200 12.11  1.99 06 0 0 0 -0.637
212598176 100.2858700 22.0479000 14.31  2.39 06 0 0 0 -0.636
220451881  99.8873200 16.9432900 12.29  1.48 08 0 0 0 -0.636
212655006 101.6840700 17.3023200 11.16  1.18 06 0 0 0 -0.633
212743595  98.2136800 21.3900000 12.94  1.24 06 0 0 0 -0.633
220509680 102.2195300 17.4035600 10.97  1.28 08 0 0 0 -0.633
212729322  96.4640500 14.3065400 13.93  3.72 06 0 0 0 -0.629
216566220  94.9963800 21.4353500 12.78  2.23 07 0 0 0 -0.628
212558990  93.9812800 27.5349300 13.94  1.79 06 0 0 0 -0.626
212692226  98.1750600 27.8577700 14.68  3.64 06 0 0 0 -0.625
216514121  94.6297200 21.2962300 12.79  3.54 07 0 0 0 -0.625
217048814 101.7185700 24.8668100 11.72  1.29 07 0 0 0 -0.623
220424056 102.5221700 16.9699000 12.57  1.29 08 0 0 0 -0.623
215946211  97.5440900 19.5267900 11.21  1.80 07 0 0 0 -0.622
212642377  96.1150700 20.9703400 11.79  1.32 06 0 0 0 -0.621
220567688  98.5154800 23.4701700 10.80  1.27 08 0 0 0 -0.620
220502145  90.5657900 23.6395500 11.96  1.78 08 0 0 0 -0.618
212729953  90.7824100 22.7243500 12.94  1.09 06 0 0 0 -0.618
212633848  98.4694300 20.4503300 10.68  0.99 06 0 0 0 -0.617
216845052  99.5410500 19.0595700 11.57  1.80 07 0 0 0 -0.615
216609213  91.9786000 21.4815000 10.15  1.40 07 0 0 0 -0.612
212577042 103.9429200 18.5980600 12.53  1.33 06 0 0 0 -0.610
212513758  96.1548700 21.8797900 13.08  2.92 06 0 0 0 -0.608
220353599  90.2039300 24.0649300 11.29  1.20 08 0 0 0 -0.607
220354416  93.0056800 19.9965500 13.76  1.05 08 0 0 0 -0.606
220557087  96.1370600 20.9015900 13.59  1.95 08 0 0 0 -0.604
212604027 102.1923800 21.5735700 11.28  1.21 06 0 0 0 -0.599
216437863  92.5521500 23.0114400 13.53  2.31 07 0 0 0 -0.598
212688373  93.9536100 21.7344300 11.73  1.17 06 0 0 0 -0.589
212676543  94.7213000 18.2626000 13.59  2.89 06 0 0 0 -0.589
216275480 104.2448800 24.4674800 12.49  1.97 07 0 0 0 -0.586
212604839 102.5241200 21.4518500 13.57  1.15 06 0 0 0 -0.585
220492884  98.8302600 19.7315500 12.37  1.99 08 0 0 0 -0.584
216706750 106.0920500 19.0338200 11.36  1.48 07 0 0 0 -0.584
220441701  95.1946000 18.9373300 11.40  1.43 08 0 0 0 -0.581
212718905 103.3660500 26.0579600 12.51  1.38 06 0 0 0 -0.580
220477223  94.6366600 21.6565800 11.40  1.25 08 0 0 0 -0.576
216464086  91.2617400 20.3290400 13.10  2.32 07 0 0 0 -0.570
216610112  91.4390900 21.0899800 11.98  1.45 07 0 0 0 -0.570
220504698  99.7331600 20.8216700  9.13  0.96 08 0 0 0 -0.568
212526531 100.0333000 19.2779300 14.88  3.15 06 0 0 0 -0.560
212743444  94.6608400 27.0609400 13.44  1.78 06 0 0 0 -0.554
216642840  97.0341600 18.8697700 13.33  1.91 07 0 0 0 -0.553
212606255 101.9799500 21.6409200 11.01  1.13 06 0 0 0 -0.551
212678105  95.4128500 15.9237800 13.69  2.12 06 0 0 0 -0.551
212603809 101.0712800 21.1228800 10.74  1.10 06 0 0 0 -0.550
220543140  96.0046400 26.8426800 11.16  0.96 08 0 0 0 -0.549
216653510  93.6811800 17.7540000 12.37  1.61 07 0 0 0 -0.542
215759799  93.8545500 24.5643700 12.90  2.75 07 0 0 0 -0.542
212588778  93.9504300 23.3217500 14.60  1.62 06 0 0 0 -0.541
220543647  98.1054900 18.4098300 11.05  1.47 08 0 0 0 -0.538
220451880 101.6986400 25.6924400 14.28  2.58 08 0 0 0 -0.536
212694879  95.4850200 21.3433100 14.38  1.30 06 0 0 0 -0.535
220530286  96.8480400 17.9191700 12.67  1.35 08 0 0 0 -0.533
212697709  96.2815800 14.4092400 12.19  1.80 06 0 0 0 -0.532
220413350 101.4956000 24.5976000 13.81  2.67 08 0 0 0 -0.532
215750601  90.4761400 23.4902000 13.57  2.17 07 0 0 0 -0.532
216482757 102.1194200 23.0596700 13.17  2.51 07 0 0 0 -0.532
220528104  93.0714300 25.5705400 13.40  1.92 08 0 0 0 -0.530
216490962  99.2518400 26.8915000 13.69  3.13 07 0 0 0 -0.524
212553548  94.4022900 26.5692300 12.23  1.85 06 0 0 0 -0.519
220549188 101.2836500 16.1506700 12.15  1.05 08 0 0 0 -0.519
220478116  93.9826200 26.2029700 12.19  1.63 08 0 0 0 -0.517
212680567  96.5983700 16.0607200 11.28  1.22 06 0 0 0 -0.515
212637705  99.2982000 26.5991800 10.55  1.10 06 0 0 0 -0.513
216463137  98.3385000 19.8335700 13.84  2.94 07 0 0 0 -0.512
217164710  94.9633800 16.9673400 12.70  1.57 07 0 0 0 -0.507
216058347  94.3382000 22.8015200 11.37  1.26 07 0 0 0 -0.507
215930744  99.0205100 22.4233800 11.31  1.36 07 0 0 0 -0.500
216815000 103.2572900 15.9592900 12.77  1.96 07 0 0 0 -0.500
216710844  95.1608100 21.1881900 12.69  1.60 07 0 0 0 -0.500
216142907  94.9953200 23.3016800 12.58  1.87 07 0 0 0 -0.499
212707816  95.0968000 25.6839600 13.05  1.98 06 0 0 0 -0.498
220365007  96.9471000 23.9183500 11.56  1.49 08 0 0 0 -0.497
212741715 101.3770500 24.0040500 13.10  1.47 06 0 0 0 -0.492
216056670  94.3251700 22.7846300 12.62  1.98 07 0 0 0 -0.491
216573951  95.8707300 23.0410400 12.22  1.58 07 0 0 0 -0.491
220412119  97.0445400 26.3540500 13.15  1.83 08 0 0 0 -0.491
212603605 102.3847400 21.7246600 14.21  1.08 06 0 0 0 -0.491
220498132  93.8307100 25.8720100 12.24  1.28 08 0 0 0 -0.490
212731641 101.5711300 27.5784700 11.57  1.19 06 0 0 0 -0.489
212677382  95.5859300 14.8944600 12.37  1.42 06 0 0 0 -0.484
220496036  98.1718900 27.4706200 14.84  3.10 08 0 0 0 -0.484
212552563  93.6970400 26.3359600 12.25  1.25 06 0 0 0 -0.481
220388469  98.6832100 22.1319700 14.85  3.33 08 0 0 0 -0.481
212505327  95.0075100 21.4446800 10.48  0.98 06 0 0 0 -0.478
220506192 102.4827800 22.5583900 11.77  1.25 08 0 0 0 -0.476
216609638  91.6737300 22.5818800 13.39  3.16 07 0 0 0 -0.476
216131287  94.9013400 23.2875100 11.44  1.23 07 0 0 0 -0.474
216510395  95.8003200 15.6108900 12.28  1.63 07 0 0 0 -0.472
220531580 103.8616700 24.6931400  9.77  0.98 08 0 0 0 -0.469
220492734  95.5488300 15.8518200 12.76  1.20 08 0 0 0 -0.467
212450663  97.2745900 21.0974600 12.77  1.64 06 0 0 0 -0.463
216341576  98.7501800 18.4655700 12.69  1.45 07 0 0 0 -0.463
215860083 103.1142800 15.9510900 13.20  2.15 07 0 0 0 -0.459
220523082  96.0649600 19.3859300 11.15  1.44 08 0 0 0 -0.458
220426405  98.1110900 26.5810800 11.89  1.08 08 0 0 0 -0.458
212650668  97.0606700 23.3605000 14.09  1.20 06 0 0 0 -0.456
216635607 101.8256900 24.4363400 12.09  1.36 07 0 0 0 -0.455
220526138  94.6238100 18.2744500 14.32  1.91 08 0 0 0 -0.455
220394047  94.3334600 27.2907000 10.81  1.29 08 0 0 0 -0.454
220510160  95.7455000 15.1490500 11.75  1.27 08 0 0 0 -0.451
216542550  95.6413000 14.7417700 13.79  2.41 07 0 0 0 -0.450
220328069  94.7053100 24.1432500 12.61  1.24 08 0 0 0 -0.448
220503176 104.6012700 25.8642600 13.35  2.45 08 0 0 0 -0.447
212626822 105.0907900 19.3015300 12.19  1.84 06 0 0 0 -0.443
216701770 100.0951700 24.1256700 11.97  1.34 07 0 0 0 -0.442
216135859  94.9441800 23.1223900 12.26  1.40 07 0 0 0 -0.441
212707836  95.7799700 14.3368600 13.80  1.86 06 0 0 0 -0.441
220563254  95.1274700 20.1701200 15.66  3.72 08 0 0 0 -0.441
212744914  97.4107600 24.2286100 13.93  2.69 06 0 0 0 -0.441
220341378  96.4115400 16.0830200 12.04  1.04 08 0 0 0 -0.440
220465614  95.5713900 21.1793900 12.24  1.37 08 0 0 0 -0.437
215764200  92.1419400 18.7066900 10.56  1.26 07 0 0 0 -0.436
216810577  97.6909700 26.8500100 13.37  1.81 07 0 0 0 -0.435
216316083  94.4029400 23.9827600 11.32  1.38 07 0 0 0 -0.434
220442432 102.5432400 15.7022700 12.46  2.25 08 0 0 0 -0.428
220495608  95.5818600 18.9153600 13.68  1.42 08 0 0 0 -0.428
220537418 100.6399300 15.2891700  9.80  0.99 08 0 0 0 -0.428
216439877  94.0201200 17.6293700 12.63  1.73 07 0 0 0 -0.425
212700450  96.3910600 24.8886200 14.46  2.19 06 0 0 0 -0.425
215694635  95.8177100 19.3936700 13.66  1.95 07 0 0 0 -0.424
216104408  94.5877000 22.8180200 12.30  2.11 07 0 0 0 -0.423
216583207 101.4064600 24.2314000 11.92  1.82 07 0 0 0 -0.422
220440803  95.8145400 15.4281200 10.00  0.93 08 0 0 0 -0.420
220508035 102.9288700 24.7878600 12.76  1.33 08 0 0 0 -0.419
216217183  91.9017500 24.4702800 12.04  1.42 07 0 0 0 -0.419
212571179 103.4113000 24.6568400 10.97  1.21 06 0 0 0 -0.418
216290770  98.7507000 16.8986500 11.67  1.74 07 0 0 0 -0.414
216500722 101.6039200 21.2201200 11.45  1.79 07 0 0 0 -0.413
220461089  94.5622900 27.2162500 12.44  1.48 08 0 0 0 -0.409
220400509  98.6044700 16.2660500 11.80  1.24 08 0 0 0 -0.408
212581749  91.9375500 21.0004900 11.60  1.18 06 0 0 0 -0.406
212590001  91.9290800 22.3602500 11.36  1.04 06 0 0 0 -0.405
220346800 101.1865900 17.3306400 13.72  2.90 08 0 0 0 -0.404
216506407 102.9278600 16.7880800 13.12  2.04 07 0 0 0 -0.401
212580665  92.1959200 23.9495800 11.92  1.30 06 0 0 0 -0.401
220512755  98.2337000 16.6204800 11.44  1.40 08 0 0 0 -0.400
212701266  94.4505100 18.9611700 12.55  1.24 06 0 0 0 -0.399
212603977 101.9144300 21.7837700 14.41  2.31 06 0 0 0 -0.399
212684586  97.0680100 15.0069100 14.24  3.20 06 0 0 0 -0.397
216841583  95.5293300 25.7907600 12.06  1.37 07 0 0 0 -0.397
212684657  92.3236200 22.1312400 14.45  2.07 06 0 0 0 -0.396
212603592 102.4605000 21.6113500 10.77  0.99 06 0 0 0 -0.394
216296420  94.6806700 26.0330700 13.13  1.65 07 0 0 0 -0.393
212626270 100.2259900 16.7925400 10.70  1.09 06 0 0 0 -0.391
220465665 103.5325400 16.5274700 12.66  1.62 08 0 0 0 -0.389
212536551  94.1611900 24.1100000 10.50  1.13 06 0 0 0 -0.388
215781845 104.3790700 20.1975600 13.13  3.04 07 0 0 0 -0.388
215675320  95.1969100 24.4264600 13.39  2.19 07 0 0 0 -0.386
220459118  99.3229000 21.4533200 14.00  1.37 08 0 0 0 -0.386
215775704  96.8561600 24.5772800 13.28  2.40 07 0 0 0 -0.386
212596110  97.0779700 26.3947400 13.61  2.35 06 0 0 0 -0.383
212688147  92.9065500 27.5034600 11.63  1.37 06 0 0 0 -0.380
220520458  90.6703800 23.8006200 12.32  1.25 08 0 0 0 -0.380
220386952  99.1499100 22.4332500 13.22  2.98 08 0 0 0 -0.379
212637492  97.5797800 19.1778700 13.64  1.39 06 0 0 0 -0.378
220355698 102.6273400 15.4086100 13.16  1.51 08 0 0 0 -0.378
212730646  99.1205000 17.8691800 10.66  1.17 06 0 0 0 -0.377
220521077 101.7880900 25.2311500 14.66  2.92 08 0 0 0 -0.375
220459477  93.5594800 24.5483500 14.34  1.83 08 0 0 0 -0.375
216472043 100.6716200 28.1613400 13.76  2.25 07 0 0 0 -0.370
220490353  90.7082800 23.7490800 11.71  1.51 08 0 0 0 -0.370
212722367  93.6831100 23.2121700 12.56  1.50 06 0 0 0 -0.370
220517284  93.0333900 18.3061100 15.03  3.11 08 0 0 0 -0.369
212713119  93.9421700 27.3306900 10.79  1.09 06 0 0 0 -0.366
220520352  98.9265700 21.8502200 12.19  1.26 08 0 0 0 -0.365
212585823  95.4445300 14.8684500  9.46  1.15 06 0 0 0 -0.361
220525232 103.5705300 24.4543700 13.76  2.43 08 0 0 0 -0.360
217052007  95.6705900 18.3072400 10.64  1.26 07 0 0 0 -0.358
220456382  97.8206600 18.2955100 14.65  3.76 08 0 0 0 -0.357
220559514  97.3890600 21.3420500 14.67  3.76 08 0 0 0 -0.356
212679026  95.9000700 18.0901700 11.95  1.12 06 0 0 0 -0.354
220486645  95.2211200 16.0455300 11.48  1.01 08 0 0 0 -0.350
215787814 100.3951300 24.5242000 13.83  2.62 07 0 0 0 -0.347
212678874 101.0058700 28.3828400 15.37  2.67 06 0 0 0 -0.347
220358041 102.9754600 15.6680800 11.88  1.02 08 0 0 0 -0.345
217113309 102.8531700 24.6944900 12.49  1.48 07 0 0 0 -0.345
212673842  98.1432300 16.4761600 12.17  1.19 06 0 0 0 -0.345
212584758  95.6303700 21.0400900 13.31  1.39 06 0 0 0 -0.344
212550229  93.9617100 25.9472000 13.97  2.39 06 0 0 0 -0.344
212737943  98.2842500 16.8601800 12.32  1.34 06 0 0 0 -0.343
212679826  95.2123900 23.6944200 12.63  1.91 06 0 0 0 -0.341
215560759  93.5254700 16.6945800 13.37  2.24 07 0 0 0 -0.341
212623358  92.3154800 21.1515500 14.77  2.56 06 0 0 0 -0.339
212752277  92.8050000 20.5659100 12.51  1.40 06 0 0 0 -0.339
212674785  94.6328800 20.5814500 13.27  1.29 06 0 0 0 -0.337
220418283 102.0567100 16.0600600 11.53  1.45 08 0 0 0 -0.334
216470916  97.6405100 21.7890800 11.36  1.29 07 0 0 0 -0.332
220340214  98.8109100 16.1020300 12.23  1.67 08 0 0 0 -0.331
220434992  91.8161900 18.2985300 10.87  1.20 08 0 0 0 -0.330
215742030  94.2776300 26.8113900 11.48  1.72 07 0 0 0 -0.329
220510221  96.2528000 17.7773300  9.83  1.04 08 0 0 0 -0.329
215867470  95.0261100 20.2974400 13.06  1.49 07 0 0 0 -0.327
215775387  94.8183300 21.5195900 13.11  3.18 07 0 0 0 -0.326
220517395  96.6553500 20.4724100 12.10  1.34 08 0 0 0 -0.326
220459204  99.6097800 21.1906000 13.88  2.56 08 0 0 0 -0.326
216483395  91.4242000 19.1648200  9.73  1.26 07 0 0 0 -0.325
216053920  94.2954900 23.3229600 13.05  1.78 07 0 0 0 -0.325
220405063  92.7702500 22.9940700 13.05  1.55 08 0 0 0 -0.325
212693425  94.6054500 18.9421400 14.85  1.14 06 0 0 0 -0.323
216807237  97.5486800 28.2826000 12.09  1.59 07 0 0 0 -0.319
215776331  96.2009300 28.0772100 12.88  2.09 07 0 0 0 -0.317
220396177  98.2686200 26.2899300 12.66  1.26 08 0 0 0 -0.316
212504173  99.2634700 21.2931200 12.55  1.45 06 0 0 0 -0.315
212643697  96.9231000 21.8701000 12.88  1.30 06 0 0 0 -0.312
216509640  96.2691300 22.1988900 12.80  2.79 07 0 0 0 -0.312
220354128  97.4448800 15.7187600 13.30  2.05 08 0 0 0 -0.311
220459749  97.9080000 27.2699000 12.07  1.49 08 0 0 0 -0.310
212581937  94.2629170 20.1236380 11.26  1.54 06 0 0 0 -0.307
220401748  94.3198200 21.0616600 14.39  2.10 08 0 0 0 -0.306
216616333 100.1337300 24.1284900 13.51  2.84 07 0 0 0 -0.305
215886704  97.1141500 28.3322400 10.64  1.65 07 0 0 0 -0.305
215919926  92.0087900 16.9820000 12.95  2.59 07 0 0 0 -0.305
220446151  96.1124200 20.3342200 14.88  3.61 08 0 0 0 -0.303
212735019  96.4550800 26.0275500 12.01  1.30 06 0 0 0 -0.303
220418690  91.9045500 23.3203100 14.42  2.46 08 0 0 0 -0.301
220438470  94.0838400 25.6043800 11.68  1.02 08 0 0 0 -0.301
220417142  97.7198800 24.8231000 11.70  1.00 08 0 0 0 -0.299
212738672  97.2343700 23.8175600 14.73  3.80 06 0 0 0 -0.294
216873702  91.8492300 18.5805700 13.98  2.61 07 0 0 0 -0.293
212672836  93.6109700 16.9219500 11.88  1.28 06 0 0 0 -0.293
212542217  93.2010600 24.6616300 12.81  1.41 06 0 0 0 -0.293
216165791  95.1202200 23.5687100 11.92  1.67 07 0 0 0 -0.290
216607515 100.3428800 28.7242500 12.76  1.60 07 0 0 0 -0.288
212682400  94.7984300 17.4346400 11.51  1.13 06 0 0 0 -0.288
220533454  98.7521100 22.1668800 12.72  1.28 08 0 0 0 -0.286
216489938 103.8033200 24.6720900 12.48  1.95 07 0 0 0 -0.286
212739452 101.2114900 28.5004400 13.51  1.24 06 0 0 0 -0.284
212706245  95.3742000 19.0526600 14.12  3.25 06 0 0 0 -0.284
220389280  91.5058200 22.8104800 15.14  3.28 08 0 0 0 -0.281
212517503  97.5415000 22.2730100 12.19  1.07 06 0 0 0 -0.281
220407921  95.8629600 21.8055400 10.56  1.05 08 0 0 0 -0.279
220475513  95.0098400 23.2451900 14.20  3.08 08 0 0 0 -0.279
216641517  93.6932700 26.2956000 13.05  1.73 07 0 0 0 -0.277
212715691 105.0604600 24.9619100 12.49  1.26 06 0 0 0 -0.277
212738826  95.1507200 25.0004000 12.48  1.30 06 0 0 0 -0.275
220546432 101.8195700 23.9897400 12.42  1.37 08 0 0 0 -0.274
212689810  95.3865300 15.5731700 14.94  1.53 06 0 0 0 -0.273
216294313  98.6232600 15.4133100 13.76  1.91 07 0 0 0 -0.271
216567894  94.8601900 19.7464500 10.33  1.26 07 0 0 0 -0.270
215971898  94.9467300 25.9418300 12.05  1.24 07 0 0 0 -0.269
220522233  96.3791100 18.2294200 11.91  1.41 08 0 0 0 -0.267
216711314  98.1672500 26.9448200 11.74  1.24 07 0 0 0 -0.265
216204161  95.3670200 23.7009500 11.47  1.53 07 0 0 0 -0.265
220520016  96.2560800 20.5684300 13.19  1.96 08 0 0 0 -0.263
216597940  94.9015800 18.4282400 11.66  1.42 07 0 0 0 -0.260
216385634 100.2058800 22.1814800 13.20  2.12 07 0 0 0 -0.260
212582232  91.4872800 20.2506100 11.87  1.03 06 0 0 0 -0.260
215705594 103.2404100 25.4216300 13.62  2.00 07 0 0 0 -0.259
212611740  91.1102300 23.6035500 14.89  3.22 06 0 0 0 -0.258
212662526 101.2241800 17.0052400 12.87  1.37 06 0 0 0 -0.258
212664080  92.3552900 17.2677900 11.53  1.17 06 0 0 0 -0.255
212719926 103.8759600 24.6955900 14.93  3.28 06 0 0 0 -0.255
212541457  93.8845400 24.5559000 11.90  1.30 06 0 0 0 -0.255
220528502 100.2659200 16.3896000 13.20  1.30 08 0 0 0 -0.255
212602983 101.5917100 21.1740900 12.48  1.49 06 0 0 0 -0.254
212689655  97.5089600 16.4220800 12.07  1.21 06 0 0 0 -0.252
212585134  91.0017500 22.3271400 12.52  1.30 06 0 0 0 -0.252
212599255  99.7410100 18.5564900 12.73  1.41 06 0 0 0 -0.251
216443032  92.7275600 23.3607000 12.30  1.77 07 0 0 0 -0.250
212655486 102.9387700 16.7320500 13.15  1.17 06 0 0 0 -0.250
212533866 105.6226300 18.9592300 11.43  1.13 06 0 0 0 -0.246
220397008 102.2464300 17.5399500 10.79  1.00 08 0 0 0 -0.246
220581480  95.7448700 21.4869300 12.15  1.14 08 0 0 0 -0.241
220459028  92.7539100 27.0819900 12.82  1.27 08 0 0 0 -0.237
220503189  94.1564100 23.2399500 11.86  1.25 08 0 0 0 -0.237
220525302  99.7850100 24.1541900 13.31  1.30 08 0 0 0 -0.234
220360275 102.8818400 16.1015000 13.68  1.46 08 0 0 0 -0.234
212532865 100.6795100 22.9777500 13.20  1.24 06 0 0 0 -0.234
216410850 104.0661900 25.9598000 12.61  1.46 07 0 0 0 -0.233
220514632  93.6136700 23.8565700 10.90  0.98 08 0 0 0 -0.231
216763203 101.7038800 26.8699000 13.37  1.70 07 0 0 0 -0.230
216559079  95.6293700 23.2746500 13.87  2.42 07 0 0 0 -0.230
212682782  94.0812100 21.4429600 13.12  1.31 06 0 0 0 -0.228
216408169 104.4489200 26.5674500 11.39  1.80 07 0 0 0 -0.228
212532668 101.9224700 22.8263300 12.58  1.27 06 0 0 0 -0.227
215833723  90.4267100 23.5872100 13.93  3.14 07 0 0 0 -0.226
220478085 103.2836400 16.8642000 14.70  2.66 08 0 0 0 -0.226
220481747  91.8749000 20.5737000 12.97  1.46 08 0 0 0 -0.225
220550001  97.5174300 19.0439300 14.88  2.30 08 0 0 0 -0.224
212583183  91.7964700 19.5364200 12.14  0.98 06 0 0 0 -0.224
220461263  90.9009400 22.9906800 12.91  1.26 08 0 0 0 -0.224
215791041  90.4583600 24.1536400 10.91  1.65 07 0 0 0 -0.222
216746816  99.5423300 27.2158400 11.28  1.38 07 0 0 0 -0.222
220489810  96.4724000 15.6775200 11.28  1.26 08 0 0 0 -0.222
220368510  98.7259600 17.6914400 13.85  1.36 08 0 0 0 -0.220
212560900  95.7698300 24.2671300 13.18  1.55 06 0 0 0 -0.219
212698127 101.2797400 24.3707100 14.61  3.17 06 0 0 0 -0.218
220332798 101.4833500 24.8951500 14.95  3.09 08 0 0 0 -0.217
220561851  95.7306300 21.4721200 14.89  2.48 08 0 0 0 -0.216
220471209 100.9101700 20.9871600 13.87  0.96 08 0 0 0 -0.214
220459547  94.8053600 20.7420300 14.69  3.72 08 0 0 0 -0.213
220460890 102.8864900 16.9924300 14.67  3.32 08 0 0 0 -0.209
220586689 101.2065100 22.3655600 10.55  0.94 08 0 0 0 -0.209
212621221  91.7945000 20.2367400 14.16  1.29 06 0 0 0 -0.208
212706305 101.1633300 21.3316800 13.07  1.52 06 0 0 0 -0.208
220437311  97.8500500 24.8245400 15.35  3.72 08 0 0 0 -0.207
216939748  98.6404400 25.2317500 12.93  2.46 07 0 0 0 -0.207
212588854  91.8543300 20.8387200 13.27  1.66 06 0 0 0 -0.205
220428506  94.1213900 27.2249800 13.00  1.51 08 0 0 0 -0.205
212592979  95.8019300 27.6988100 13.39  1.27 06 0 0 0 -0.203
216964518  98.1098000 27.3085900 12.69  1.46 07 0 0 0 -0.201
216626827  93.1417900 18.9275700 12.79  1.95 07 0 0 0 -0.200
212698595  94.1788300 25.8156900 14.01  1.62 06 0 0 0 -0.199
212636468  97.4065400 21.3422800 12.64  1.20 06 0 0 0 -0.197
220529494 103.7838800 25.4299100 13.49  2.20 08 0 0 0 -0.196
220524511 103.2183000 24.6400500 14.73  3.26 08 0 0 0 -0.195
216864078 103.4085500 25.5057100 12.38  1.61 07 0 0 0 -0.192
212740132  92.6691100 20.7640700 11.98  1.42 06 0 0 0 -0.192
220496514  97.0616800 26.4727000 10.97  1.03 08 0 0 0 -0.192
212636961  97.4606100 24.2387600 14.66  2.67 06 0 0 0 -0.191
216608625  97.3555200 15.4947400 13.33  2.02 07 0 0 0 -0.191
216358204  99.2316400 19.1081000 13.19  2.06 07 0 0 0 -0.190
220510178  96.6354100 27.9454400 14.25  2.62 08 0 0 0 -0.189
212681742  92.7334600 16.8517600 10.37  1.30 06 0 0 0 -0.189
216251832  92.4035500 20.5985300 13.61  2.47 07 0 0 0 -0.189
220429407  98.9308500 16.9114100 14.05  1.61 08 0 0 0 -0.186
220381972  98.3572800 20.5882900 13.67  2.04 08 0 0 0 -0.185
212549039  92.8811300 25.9194200 14.22  1.54 06 0 0 0 -0.183
216555145  99.4631700 21.0713500 11.81  1.32 07 0 0 0 -0.180
212554516  94.3647800 26.7595500 13.60  1.60 06 0 0 0 -0.176
220419269  92.9378400 22.5433700 14.76  2.69 08 0 0 0 -0.174
212619312  92.3011500 18.7374800 12.60  1.48 06 0 0 0 -0.173
212667611  93.0394100 21.2076400 11.61  1.13 06 0 0 0 -0.172
216578436  98.0403900 20.5853800 12.67  2.34 07 0 0 0 -0.171
220469379  97.3941900 24.7906700 15.13  3.49 08 0 0 0 -0.169
216595548 102.1444400 16.5900800 13.03  2.13 07 0 0 0 -0.169
220469769  92.4359500 21.3971700 12.57  1.69 08 0 0 0 -0.167
215673460  95.9295100 27.3871900 13.42  2.81 07 0 0 0 -0.167
216776143  99.5169300 18.5423200 13.71  1.97 07 0 0 0 -0.166
220516372 102.5509900 21.1940600 14.26  2.03 08 0 0 0 -0.165
220446775 103.9103100 19.1070500 15.11  2.37 08 0 0 0 -0.165
220486555 103.5496900 25.1135900 13.46  1.52 08 0 0 0 -0.164
216371335  96.3988700 14.4349500 12.87  2.19 07 0 0 0 -0.163
212612155  93.6869300 23.7446800 12.14  1.09 06 0 0 0 -0.161
215914302 102.7036000 26.0928000 12.80  2.32 07 0 0 0 -0.160
