Dates Flux Corrflux Xpos Ypos
2228.902827 39019.966157 0.996577329959678 6.110343 4.963343
2228.943692 38753.880652 0.9902099295760732 6.184332 4.982765
2228.964125 38841.081769 0.9926626578845845 6.220948 4.99204
2228.984557 38701.033775 0.9893004284519459 6.255487 5.001394
2229.00499 38805.310338 0.9921716486049529 6.287986 5.009953
2229.025422 38591.018108 0.9869283233706138 6.325098 5.020887
2229.045855 38563.620892 0.9864550129925674 6.361311 5.032093
2229.066287 38619.468135 0.9881490351918683 6.404074 5.047674
2229.08672 38771.494523 0.9922771698414841 6.445061 5.061389
2229.107152 38741.585852 0.9916601983581752 6.470343 5.07474
2229.148018 38772.810776 0.9927074620743797 6.515549 5.102265
2229.16845 38749.505137 0.9922745312679611 6.553897 5.11594
2229.188883 38783.281937 0.9933008780351404 6.600619 5.132354
2229.209315 38684.58877 0.9908771177677379 6.64243 5.147338
2229.229748 38698.588127 0.9912964192146594 6.685183 5.160998
2229.25018 38697.273043 0.9912698003942703 6.737559 5.177448
2229.270613 38610.821239 0.988979871478762 6.788864 5.196387
2229.291045 38733.478326 0.9919193760563663 6.848453 5.217525
2229.311478 38683.29417 0.9903075601195067 6.906899 5.236852
2229.33191 38883.021366 0.9949480028127989 6.968064 5.250913
2229.352343 38981.558899 0.9968884431214492 7.023725 5.266557
2229.372775 38874.529641 0.9934467925002588 7.077724 5.282279
2229.393208 38776.350366 0.9900411305809145 7.134852 5.297774
2229.41364 38782.690646 0.9890980053789934 7.192913 5.315227
2229.434073 38898.26688 0.99089096418719 7.244352 5.331426
2229.454506 38766.767833 0.9865637332616898 7.283179 5.343545
2229.515803 38648.072492 0.9890942924645759 6.456119 5.027175
2229.536236 38759.957011 0.9922117623392112 6.50385 5.041988
2229.556668 38664.298026 0.9899675968351479 6.544709 5.061203
2229.577101 38590.662921 0.9882477655067593 6.584817 5.076639
2229.597533 38618.098636 0.989082840659916 6.624072 5.093058
2229.617966 38526.019692 0.9868298474652656 6.668385 5.110968
2229.638398 38655.373164 0.9901977210289562 6.713925 5.128472
2229.679263 38708.283698 0.9914468535515244 6.815747 5.168
2229.699696 38566.195844 0.9876413732778346 6.862622 5.183991
2229.781426 38718.692403 0.9893348637846757 6.225221 4.905018
2229.801858 38651.648401 0.98784147060669 6.258349 4.920013
2229.822291 38438.673442 0.9825916445038944 6.287281 4.932721
2229.842723 38759.761067 0.9909889762806441 6.314963 4.945535
2229.863156 38690.321585 0.9893949341412402 6.34216 4.956536
2229.883588 38758.729135 0.9913185195862386 6.367838 4.968598
2229.904021 38682.018555 0.9895724754096037 6.400405 4.983824
2229.924454 38709.611677 0.9906369095238793 6.463094 4.998235
2229.965319 38551.401224 0.987031618907541 6.549037 5.026978
2229.985751 38560.088955 0.9874034230722999 6.582862 5.041126
2230.006183 38502.669178 0.9860599259532935 6.616457 5.055656
2230.026616 38453.220917 0.984903006155005 6.652641 5.072203
2230.047049 38544.680629 0.9873274242504231 6.692482 5.089418
2230.067481 38574.095955 0.9881181338415664 6.730474 5.105645
2230.087914 38550.454489 0.9875060655225256 6.769034 5.120427
2230.108346 38568.878415 0.9879247122185145 6.807091 5.135464
2230.128779 38592.777339 0.9884303002116097 6.845937 5.150788
2230.251374 38736.941623 0.9889029203722933 6.077796 4.816159
2230.271806 38827.485676 0.9914349625839995 6.12162 4.835873
2230.292239 38632.869893 0.9866984728423716 6.16317 4.853975
2230.312671 38627.067903 0.9867731162388504 6.199359 4.871265
2230.333104 38607.172762 0.986476673104291 6.232866 4.885276
2230.353536 38433.981364 0.982254512015731 6.263376 4.900001
2230.373969 38737.769279 0.9902574406560377 6.297993 4.917517
2230.394401 38716.757905 0.9899671834892966 6.333481 4.935527
2230.414834 38627.847332 0.9879486541787993 6.371376 4.952392
2230.476131 38579.107882 0.9877352407449108 6.557343 5.00615
2230.496564 38488.511806 0.9855699437606564 6.591673 5.021943
2230.516996 38509.281509 0.9862323724166534 6.625346 5.039024
2230.537429 38405.13736 0.9836752600278733 6.66204 5.056006
2230.557861 38536.109287 0.9871155294649018 6.70524 5.075759
2230.578294 39355.672314 1.0081418386132397 6.747782 5.09483
2230.619159 38565.914655 0.9877138434546854 6.860406 5.139883
2230.639591 38678.269142 0.9903570289430815 6.90942 5.16037
2230.660024 38617.541226 0.9885102049423444 6.952882 5.178391
2230.741754 38790.970206 0.9898802273837471 5.967111 4.74859
2230.762186 38805.339862 0.9903274342072244 5.999457 4.764871
2230.782618 38864.719473 0.9919491907028813 6.032324 4.779282
2230.803051 38696.939783 0.9877903514057513 6.063693 4.793263
2230.823483 38712.930893 0.988364764141404 6.099716 4.809775
2230.843916 38737.118797 0.9891734579414695 6.136233 4.826558
2230.864348 38708.850158 0.9886318457654574 6.168213 4.840065
2230.884781 38636.05841 0.9869916936638438 6.203581 4.857679
2230.905213 38637.925844 0.9872654689485879 6.238935 4.873515
2230.946078 38786.532616 0.9915549186917468 6.310879 4.909339
2230.966511 38704.999636 0.9896629284564662 6.338697 4.923027
2230.986943 38798.415574 0.9922833488674854 6.373406 4.937375
2231.007376 38713.85214 0.9904421845607043 6.426738 4.94976
2231.027808 38633.596168 0.9887076351349623 6.482667 4.963457
2231.048241 38502.893426 0.9856641727267766 6.542363 4.976087
2231.068673 38543.677918 0.9868894433108757 6.578151 4.995609
2231.089106 38496.362271 0.9858355809029 6.615549 5.012892
2231.109538 38432.434536 0.9843336485880047 6.655245 5.031842
2231.191268 38541.83563 0.9872541793153211 6.808541 5.101879
2231.211701 38473.616175 0.9854379505672872 6.839688 5.115342
2231.232133 38678.066664 0.9905890518530593 6.865886 5.126249
2231.252566 38608.859176 0.9886599239929326 6.901626 5.139645
2231.272998 38620.115473 0.988680487079521 6.945125 5.158798
2231.29343 38720.362921 0.9909358608740155 6.984405 5.174678
2231.313863 38602.909561 0.9875361477443404 7.024203 5.192231
2231.334295 38606.618824 0.987239185108669 7.057636 5.206713
2231.354728 38602.692851 0.9867253132212723 7.08913 5.218572
2231.37516 38646.91096 0.9873975162061753 7.119602 5.231239
2231.395593 38613.431644 0.9860524660528576 7.148499 5.244244
2231.416025 38628.812412 0.9858586817553164 7.178728 5.260435
2231.477323 38342.185528 0.9819855869252122 6.645649 5.021242
2231.497755 38416.814736 0.9840017392934198 6.683159 5.040504
2231.518188 38440.521531 0.9846754453565754 6.721552 5.057856
2231.53862 38471.934305 0.9855040370468703 6.762035 5.073834
2231.559053 38444.738609 0.9847836638349727 6.799679 5.091387
2231.579485 38529.676415 0.9868906937270476 6.836458 5.105993
2231.599918 38547.199703 0.9872209870227155 6.872434 5.123187
2231.62035 38702.236993 0.9910408620509594 6.90535 5.13668
2231.640782 38610.840013 0.9884980203531534 6.939754 5.149846
2231.661215 38549.390794 0.9866992604742876 6.970282 5.16282
2231.78381 38585.453936 0.9877399030224264 6.540087 4.962333
2231.804242 38585.897693 0.9878751003325903 6.564649 4.972491
2231.824674 38535.583985 0.9866881821000938 6.5853 4.983751
2231.845107 38432.495341 0.9841316939167218 6.604097 4.993039
2231.926837 38376.461983 0.9829798812602789 6.692251 5.035046
2231.947269 38411.280933 0.9839196931991628 6.71962 5.048267
2231.967702 38539.040476 0.9872223406831503 6.757063 5.06673
2231.988134 38546.951508 0.9874061836268375 6.797747 5.08634
2232.008566 38492.076176 0.9859406014392327 6.832346 5.101137
2232.028999 38565.469146 0.9877331847104318 6.862712 5.113305
2232.049431 38620.411678 0.9890158887100591 6.893101 5.126645
2232.069864 38557.830572 0.9872348384626053 6.926965 5.13949
2232.090296 38596.569768 0.9880352208669282 6.95527 5.152252
2232.110729 38655.637495 0.989278660426912 6.988441 5.166279
2232.131161 38488.864293 0.9846708038078219 7.023224 5.181812
2232.212891 38598.577759 0.9875955743205804 6.453202 4.93503
2232.233323 38607.498185 0.9881136610954708 6.505163 4.948101
2232.253756 38574.798764 0.9875250774632646 6.55468 4.959891
2232.274188 38588.367233 0.988035650422496 6.587004 4.977829
2232.294621 38546.667915 0.9871227807804009 6.62257 4.997198
2232.315053 38440.837701 0.9845302537610899 6.655194 5.015823
2232.335486 38402.393792 0.9836350710806033 6.688792 5.031621
2232.417215 38516.765238 0.9865249753956299 6.852731 5.103604
2232.437648 38742.315486 0.9921496253924044 6.892575 5.121188
2232.45808 38552.458253 0.9870619093211696 6.934057 5.138983
2232.478513 38640.620892 0.9890779531677193 6.968218 5.153239
2232.498945 38594.903538 0.9876071221216982 7.002597 5.168779
2232.519378 38626.395662 0.9879792342915112 7.043663 5.186782
2232.53981 38625.247464 0.9875462040572183 7.076468 5.200093
2232.560242 38662.847012 0.9879819708899114 7.112882 5.216551
2232.580675 38674.040522 0.9877036931118397 7.147339 5.23158
2232.601107 38650.971159 0.9864737897094178 7.1815 5.248012
2232.62154 38582.036753 0.9838355973226743 7.222775 5.268481
2232.641972 38568.32025 0.982598568979812 7.25971 5.287011
2232.703269 38538.813231 0.9847329828326467 6.248964 4.852119
2232.723702 38540.058016 0.9849562006268939 6.2773 4.866682
2232.744134 38737.059915 0.9901854265698563 6.305008 4.882053
2232.764567 38684.617782 0.9890218748541272 6.330211 4.895572
2232.784999 38668.18686 0.9888619667658165 6.371205 4.907209
2232.805432 38668.789081 0.9891431181311422 6.414586 4.917589
2232.825864 38720.714084 0.9907282661855731 6.457877 4.928204
2232.846296 38592.402434 0.9876900556739557 6.501113 4.940182
2232.866729 38631.338796 0.988912826343778 6.545072 4.950882
2232.907594 38513.486288 0.9861010491781311 6.585259 4.971794
2232.928026 38491.285131 0.9856377980133963 6.608503 4.984064
2232.948459 38457.074213 0.9848689809681528 6.635711 4.997463
2232.968891 38301.653597 0.9809757654698598 6.662226 5.009617
2232.989323 38403.357911 0.9836522942234219 6.688664 5.023341
2233.009756 38485.699048 0.9858110913034699 6.713895 5.034712
2233.030188 38529.94819 0.9869693612703134 6.732659 5.041305
2233.050621 38526.147567 0.9868904903165169 6.757009 5.052935
2233.071053 38604.205513 0.9888897562834865 6.780879 5.065699
2233.091486 38514.431867 0.9865693399834177 6.80562 5.077799
2233.193648 38704.728259 0.9887857359243827 6.221176 4.836474
2233.21408 38512.58248 0.9840290195716501 6.244299 4.848646
2233.234512 38618.73919 0.9868930669007135 6.266852 4.860245
2233.254945 38550.66499 0.9852966060885034 6.28828 4.870049
2233.275377 38704.377604 0.9893952576752953 6.312963 4.882306
2233.29581 38627.082588 0.9877035020782315 6.35611 4.898397
2233.397972 38386.774366 0.9829904207276523 6.61776 4.982546
2233.418404 38440.703149 0.9845010203395657 6.652288 5.000886
2233.438836 38519.067617 0.986596776754962 6.683241 5.014248
2233.459269 38387.591706 0.9832981873572003 6.714998 5.032542
2233.479701 38493.466079 0.986052044533365 6.754714 5.050072
2233.500134 38703.985488 0.9914384460384835 6.794305 5.067989
2233.520566 38548.456503 0.9873977317612589 6.832961 5.084983
2233.540998 38649.153684 0.9898489569576452 6.876473 5.103387
2233.561431 38626.720308 0.9890745678865047 6.920363 5.120089
2233.581863 38655.336518 0.9894923557567264 6.967464 5.142377
2233.704458 38534.664657 0.9866608971456016 6.592267 4.966754
2233.72489 38411.898813 0.9836681571933586 6.626955 4.985552
2233.745322 38507.794268 0.9862324377148635 6.657313 5.000767
2233.765755 38413.810443 0.9839080716783584 6.687397 5.012991
2233.786187 38473.256165 0.9854860759873493 6.713656 5.025545
2233.80662 38383.746066 0.9832278546177005 6.73853 5.037408
2233.827052 38524.296682 0.9868449740295354 6.766773 5.050418
2233.847484 38575.827863 0.9881516413527586 6.800201 5.066919
2233.867917 38617.233152 0.9891660135157174 6.831396 5.080211
2233.888349 38653.819524 0.9900247369918845 6.86221 5.092173
2233.908782 38839.064065 0.9946353557185099 6.896408 5.108472
2233.929214 38530.898965 0.986548238852426 6.933565 5.124156
2233.949646 38615.834347 0.9884602291128732 6.972473 5.138667
2233.970079 38521.909387 0.9857386052197272 7.008468 5.156431
2233.990511 38627.603956 0.9880631530421748 7.044755 5.172583
2234.010944 38639.364371 0.9879711705670211 7.078145 5.18404
2234.031376 38513.11881 0.9842223147219179 7.114783 5.201249
2234.051808 38619.06367 0.9863243472297408 7.152374 5.217169
2234.072241 38600.009907 0.985216146124965 7.185805 5.233129
2234.092673 38581.503229 0.984195052587535 7.212632 5.245752
2234.113105 38666.948918 0.9857154688540275 7.242014 5.259828
2234.174403 38712.274993 0.9912486095357275 6.602105 4.968836
2234.194835 38487.608722 0.9855873744670923 6.624189 4.97845
2234.215267 38538.863825 0.9870047454922025 6.652301 4.992804
2234.2357 38539.6661 0.9871225506939445 6.68505 5.008524
2234.256132 38422.956243 0.9841928431223285 6.712554 5.020862
2234.276565 38537.504815 0.9871760769136505 6.750914 5.039998
2234.296997 38365.480169 0.9827737603489901 6.787433 5.056345
2234.317429 38600.581232 0.9887473412473254 6.829238 5.074526
2234.337862 38531.564784 0.9868575340112284 6.873256 5.09613
2234.419591 38590.149654 0.9862924165873654 6.290319 4.860552
2234.440024 38657.652183 0.988247586614281 6.32366 4.877281
2234.460456 38722.784774 0.990146722873693 6.359583 4.8895
2234.480888 38776.489038 0.9918214850280488 6.407476 4.902886
2234.542186 38533.55353 0.9865863563487893 6.585165 4.956245
2234.562618 38572.99018 0.9876805838099926 6.603998 4.963877
2234.58305 38625.715804 0.9891371952911641 6.628414 4.978116
2234.603483 38555.88674 0.9874686141392608 6.661924 4.994599
2234.66478 38657.025703 0.9880999759310227 6.305941 4.864923
2234.685212 38626.304559 0.9874768704146999 6.328858 4.877858
2234.766942 38660.681477 0.9896925718594203 6.557948 4.937417
2234.787374 38629.069872 0.9890030205103308 6.58116 4.949228
2234.807806 38530.483657 0.9865832111865871 6.603493 4.959698
2234.828239 38503.126232 0.9859643403086411 6.622494 4.968883
2234.848671 38442.386296 0.9844868387863877 6.642019 4.979704
2234.869103 38541.867782 0.9870918002736194 6.657509 4.989636
2234.889536 38538.971702 0.9870397864537815 6.664078 4.993649
2234.909968 38511.249618 0.9863732414240788 6.679541 4.999194
2234.9304 38529.274028 0.9868798752082821 6.69633 5.009689
2234.950833 38429.551594 0.9843684926313828 6.717421 5.020378
2234.971265 38670.814419 0.990577017551703 6.737785 5.028715
2234.991698 38676.190097 0.9907325452620479 6.759386 5.039162
2235.01213 38554.191502 0.9876099729011615 6.784182 5.048212
